"BoroCode"|"BoroName"|"NTACode"|"NTAName"|"geometry"
3|"Brooklyn"|"BK88"|"Borough Park"|"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.9760507906,40.6312841471 -73.976434856,40.6332973644 -73.9765520758,40.6339117511 -73.9766379946,40.6343620633 -73.976890046,40.6356831043 -73.9780230243,40.6355609451 -73.9791133226,40.6354486286 -73.9792873527,40.6364224365 -73.9793878826,40.6369404059 -73.9794773564,40.6374396065 -73.9795558471,40.6378275023 -73.9796784852,40.6384730426 -73.9798750387,40.6395264489 -73.9799112671,40.6396946009 -73.9800083658,40.6402170808 -73.9800757208,40.640547943 -73.9804220143,40.6423934704 -73.9812338413,40.6420531573 -73.9820446542,40.6417158253 -73.9824459789,40.6415468688 -73.9829956292,40.64133324 -73.9833177215,40.641486926 -73.9843043687,40.6420928064 -73.9845886322,40.6422702479 -73.985096634,40.6425812992 -73.9858978828,40.6430758388 -73.9867322438,40.6435822372 -73.9875008444,40.6440537539 -73.9883513054,40.6445704875 -73.9890601629,40.6441274846 -73.9897803419,40.6436531301 -73.9904977802,40.6431726845 -73.9912142133,40.6426941337 -73.9919295635,40.6422131471 -73.9926460005,40.6417365339 -73.9933639768,40.6412560418 -73.9940783604,40.6407786445 -73.9943326817,40.6406085306 -73.9947968359,40.64029673 -73.9955117784,40.6398179096 -73.9969750154,40.6407023472 -73.9991770892,40.6420336848 -73.9997583506,40.6414753931 -74.000342663,40.6409135587 -74.0006622242,40.6406075516 -74.0009268602,40.6403541444 -74.0015091552,40.6397932043 -74.0020921972,40.6392334964 -74.0023708777,40.6389659199 -74.0026735864,40.6386752524 -74.0032541744,40.6381125039 -74.0038393742,40.6375541736 -74.0041124842,40.6372912027 -74.0044219272,40.6369932279 -74.0050049088,40.6364334766 -74.0055875738,40.6358744704 -74.0061707126,40.6353117431 -74.0064192908,40.6350730916 -74.0067526712,40.6347530276 -74.0073578108,40.6341718682 -74.0055663475,40.6330914172 -74.0063075991,40.6325923291 -74.0066205934,40.6323836992 -74.0068082224,40.6322586318 -74.0070244688,40.632118236 -74.0063401502,40.6317018672 -74.0041387226,40.6303722061 -74.0036874152,40.6301000213 -74.0030629829,40.6297234156 -74.0019315566,40.629041008 -74.0022293762,40.6287594097 -74.0025159904,40.6284824495 -74.0003151363,40.6271528224 -73.998117584,40.6258239462 -73.9972421108,40.6252969266 -73.9970177769,40.6260698552 -73.9968792239,40.6265390224 -73.9967899157,40.6268342913 -73.9950795885,40.6258149776 -73.9946511694,40.6257054189 -73.9947362964,40.6256229803 -73.9948942453,40.6254700338 -73.9943264136,40.6253511485 -73.9939834109,40.6251496387 -73.992551175,40.6242825083 -73.9900949985,40.6227971926 -73.9878523925,40.6214432716 -73.9856950147,40.6201397534 -73.9862766837,40.6195748554 -73.9840693534,40.6182489779 -73.9818696174,40.616920365 -73.9808805625,40.6163226731 -73.9800407379,40.6158151679 -73.9796396519,40.6155727855 -73.977409598,40.614226351 -73.9752097268,40.6128934961 -73.9747780122,40.6126467128 -73.9748943901,40.6131946064 -73.9749740792,40.6136763482 -73.9751732026,40.6147324241 -73.9739946269,40.6140381324 -73.9729047014,40.6141612066 -73.9733602258,40.616549954 -73.974444717,40.6164298821 -73.9754824027,40.6163201637 -73.9754441999,40.6161223289 -73.9753747882,40.6157629608 -73.9756309744,40.6159536291 -73.9778515271,40.6172958454 -73.9775244525,40.6176847795 -73.9768257691,40.6186840391 -73.9753952384,40.6207782267 -73.9770549624,40.6215407613 -73.9769521419,40.6216382467 -73.9765672729,40.6220031428 -73.9767535302,40.6230215521 -73.9768360858,40.6234892818 -73.9769452576,40.62406099 -73.9771110269,40.6249564999 -73.9771980904,40.6251102188 -73.9772629344,40.6258610132 -73.9762359706,40.6259845911 -73.9764511383,40.6270164961 -73.9765160549,40.6273027312 -73.9765791908,40.6275814275 -73.9766974777,40.6283628051 -73.9768510772,40.6290968225 -73.9769999235,40.6298797373 -73.9771665543,40.6307548954 -73.9760507906,40.6312841471</coordinates></LinearRing></outerBoundaryIs></Polygon>"
4|"Queens"|"QN51"|"Murray Hill"|"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.8037916164,40.7756183876 -73.8065936729,40.7758401373 -73.8094539104,40.7760663544 -73.8126876539,40.7763210697 -73.8148598977,40.7764941987 -73.8147896087,40.7770040146 -73.8147602216,40.7772117769 -73.8146644504,40.7779129635 -73.8145313692,40.7788964509 -73.8172828618,40.7791137887 -73.8193112438,40.7792683358 -73.8198118144,40.7793052651 -73.8203228094,40.7793429567 -73.821324178,40.7794175348 -73.822241387,40.7794985129 -73.8233142626,40.7795869357 -73.8235482102,40.7790438133 -73.8237638428,40.7785128276 -73.8238224837,40.7783684138 -73.82405524,40.7777261056 -73.8241461991,40.7774863687 -73.8242228669,40.7772435024 -73.8242849947,40.7769982363 -73.8243324129,40.7767513456 -73.8248694034,40.7765506301 -73.8258322944,40.7759235466 -73.8262548793,40.7745289339 -73.8264786022,40.7731247173 -73.8265762126,40.7723536723 -73.8265765115,40.7716386272 -73.8265671835,40.7706497497 -73.8265598142,40.7701453575 -73.8260506691,40.7702190884 -73.8255662457,40.7702912336 -73.8246704842,40.7704158818 -73.8244446966,40.7692937879 -73.8242134182,40.7681775016 -73.8239517187,40.7668954755 -73.823727975,40.7658337891 -73.8234838453,40.7646600653 -73.8230265257,40.763674614 -73.8226033759,40.7627676291 -73.8220749903,40.7616332264 -73.8218121639,40.7610805091 -73.8217687461,40.7609880861 -73.8215594889,40.7605425967 -73.8211654416,40.7596943481 -73.8208082406,40.7589500552 -73.8206373253,40.7588805398 -73.817289605,40.7597838193 -73.815088716,40.760379883 -73.8140002187,40.7606733068 -73.8131336884,40.7609066217 -73.8122691704,40.7611382943 -73.8110510207,40.7614252933 -73.8104448724,40.7613857118 -73.8095151147,40.7613081838 -73.8085962287,40.7611407346 -73.8076816252,40.7609682316 -73.8067618741,40.7607960459 -73.8058414411,40.7606236634 -73.8049180721,40.7604486847 -73.8040010996,40.7602787603 -73.8030746757,40.7601345209 -73.802154305,40.7599954908 -73.8012515606,40.7598365101 -73.8003017758,40.7597105719 -73.7994022742,40.7594054918 -73.7985029869,40.7590793083 -73.7976039825,40.7587524512 -73.7967060629,40.7584259844 -73.7962206534,40.7582499522 -73.7958057605,40.7580994896 -73.7949338459,40.7578063027 -73.7940261229,40.7577442416 -73.7930315411,40.7577644664 -73.7921219737,40.757785855 -73.7920130976,40.757788423 -73.791222898,40.7578070385 -73.7903165521,40.7578317234 -73.7905358926,40.7593813113 -73.7907614287,40.7609940428 -73.7916560452,40.7609203368 -73.7925547635,40.7608485676 -73.7934412954,40.7607724012 -73.7934417187,40.7608308 -73.7934443831,40.7611936103 -73.7934393858,40.7615218 -73.793438121,40.7616051042 -73.793346846,40.7623036164 -73.7932262228,40.7631502814 -73.7930268971,40.7646294662 -73.7939605302,40.7647035939 -73.79361418,40.767231632 -73.7934236608,40.7686081823 -73.793213207,40.7703447642 -73.7931808294,40.7704114529 -73.7932385025,40.7704759959 -73.7939504421,40.7712756502 -73.7941606196,40.7715243136 -73.7948068458,40.7722651502 -73.7949377525,40.7724128058 -73.7950732875,40.7725504001 -73.7952168904,40.7726831827 -73.7956584055,40.7730443623 -73.7957184587,40.7730779183 -73.7965262903,40.7735115541 -73.7967282361,40.7736175043 -73.7972447835,40.7739021723 -73.7973014414,40.7739405617 -73.7974165304,40.7740185407 -73.7974166131,40.7740185948 -73.7974166953,40.774018658 -73.7975766144,40.7741451177 -73.7977232863,40.7742806495 -73.7978553901,40.7744239452 -73.7982343408,40.7748565813 -73.7985314801,40.7751990048 -73.7986533059,40.7752088349 -73.8009911273,40.7753973923 -73.8037916164,40.7756183876</coordinates></LinearRing></outerBoundaryIs></Polygon>"
4|"Queens"|"QN27"|"East Elmhurst"|"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.8610986484,40.7636727482 -73.8618102933,40.764552979 -73.8628625916,40.7658545083 -73.863219459,40.7662590883 -73.863403555,40.7664637843 -73.86353204,40.7665844953 -73.8640511637,40.7670722192 -73.8645862765,40.7675749628 -73.8647402497,40.7677109209 -73.8648415021,40.7678003275 -73.865094347,40.768023587 -73.8655072946,40.7683540409 -73.866070167,40.7688044545 -73.8672833453,40.7696582751 -73.8681001428,40.770180281 -73.8688952355,40.7706572941 -73.8694386058,40.770932755 -73.8696311127,40.7710146388 -73.8701626914,40.7712172582 -73.8707158834,40.7713989626 -73.8714349821,40.7715847398 -73.8717367487,40.7716308586 -73.8722371863,40.7717039313 -73.8727270258,40.771744915 -73.8732808232,40.7717756743 -73.8738066555,40.7717762514 -73.8742647148,40.7717616597 -73.8747608434,40.77172826 -73.8751771434,40.7716849833 -73.8760179757,40.7715593162 -73.8760909073,40.7715451757 -73.8760491974,40.7714518656 -73.8760094251,40.7713167652 -73.8760020755,40.7712766101 -73.8759852001,40.7711844199 -73.8759750369,40.7710510344 -73.8759789805,40.7709178811 -73.876010787,40.7704898246 -73.8760233856,40.7703202731 -73.8760155658,40.7698252485 -73.8763893347,40.7690078308 -73.876252031,40.7681743474 -73.8762450657,40.7681365908 -73.8762344135,40.7680942097 -73.8761411671,40.7677037768 -73.8758664475,40.7660599247 -73.8755365049,40.7642387835 -73.8753277785,40.7630648753 -73.8753223042,40.7630162781 -73.8753169388,40.762953246 -73.8749971599,40.7612725931 -73.87549232,40.7613598651 -73.8760151284,40.7614520023 -73.875807955,40.7603161065 -73.8755122136,40.758687906 -73.8751401523,40.7566420858 -73.8742094397,40.7567398326 -73.8736586263,40.7568117548 -73.8731119559,40.7568591519 -73.8722199719,40.7569514944 -73.8713253669,40.7570446105 -73.8704151217,40.7571406828 -73.869504555,40.7572362891 -73.8684851557,40.7573432068 -73.867464772,40.7574498109 -73.8665713822,40.7575437911 -73.8656757763,40.7576378528 -73.8646209729,40.7577019867 -73.8637164048,40.7577339408 -73.8628084474,40.7577672543 -73.8619075773,40.7578031338 -73.8610002286,40.757833264 -73.8604630273,40.7578520025 -73.8599288669,40.7578723721 -73.8595147278,40.7578868603 -73.8588907276,40.7579077467 -73.8585627939,40.7579207072 -73.8577549156,40.7580355455 -73.8569532711,40.7581413979 -73.8556096024,40.7583136814 -73.8554050639,40.7583485807 -73.855303404,40.7583011125 -73.8550558132,40.7583386423 -73.8549101295,40.7583447202 -73.8547702054,40.7583364006 -73.8546305889,40.7583152265 -73.8544973356,40.7582869093 -73.8545811229,40.7583958908 -73.8546413604,40.758474428 -73.8550106116,40.7588874962 -73.855068429,40.7589515482 -73.855252804,40.7591558014 -73.8555345201,40.7593508624 -73.8557713772,40.7595466132 -73.8560412133,40.7597340578 -73.8563835657,40.7599149105 -73.8565603611,40.7599898322 -73.8567073839,40.7600521366 -73.8573505049,40.7603089045 -73.8575456841,40.7603859249 -73.8577374522,40.7604677486 -73.8579256057,40.7605542889 -73.8581099446,40.7606454528 -73.8582902716,40.7607411437 -73.8584663936,40.7608412596 -73.8586381252,40.7609456941 -73.8588052816,40.7610543353 -73.8589676857,40.7611670669 -73.8591251634,40.7612837697 -73.859136857,40.7614267114 -73.8596680672,40.7619101847 -73.8599307847,40.7622085727 -73.8610986484,40.7636727482</coordinates></LinearRing></outerBoundaryIs></Polygon>"
4|"Queens"|"QN07"|"Hollis"|"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.7572580842,40.7181468678 -73.7583286556,40.7195903557 -73.7583940193,40.7195621898 -73.7587845916,40.7193939019 -73.7592177647,40.7192072579 -73.760030968,40.7188550814 -73.7608462385,40.7185017862 -73.7616628714,40.7181488124 -73.7624803429,40.717793881 -73.7633563895,40.7174196486 -73.7643742835,40.716974892 -73.7657158442,40.7164016442 -73.7666423239,40.7176548794 -73.7673336532,40.7172980624 -73.7681812792,40.7170034859 -73.7687057221,40.7168172947 -73.7690634796,40.7166920334 -73.7691405132,40.716665064 -73.7692267307,40.7166348534 -73.7700812206,40.7163354678 -73.7711054806,40.715983328 -73.7719225938,40.7156933096 -73.7711357237,40.7145102016 -73.7703958924,40.7134084633 -73.769464284,40.7120195128 -73.7694412436,40.7119851571 -73.7696268967,40.7117945843 -73.7700693806,40.7113621325 -73.770659762,40.7108271074 -73.7707670777,40.7107435562 -73.7707671479,40.7107435025 -73.7707672187,40.7107434571 -73.7708921209,40.7106598672 -73.7710260683,40.710584905 -73.7710261861,40.7105848432 -73.7710263162,40.7105847798 -73.7711879508,40.7105077738 -73.7713022365,40.7104579956 -73.7713023326,40.7104579507 -73.7713024265,40.7104579152 -73.7714426071,40.710404306 -73.7714427978,40.7104042345 -73.7714429986,40.7104041718 -73.7715879568,40.710358579 -73.7715880875,40.7103585342 -73.7715882413,40.7103584983 -73.7717258201,40.710325083 -73.7716934218,40.7102722488 -73.7716529255,40.7102306362 -73.7714795698,40.7102305003 -73.7711607598,40.7102134856 -73.7708450023,40.7101798901 -73.7688135458,40.7098163882 -73.7686593203,40.7097460092 -73.7684468367,40.7096452912 -73.7682610627,40.7095346319 -73.7678922292,40.7084146668 -73.767764069,40.7080039988 -73.7675572595,40.7073302214 -73.7673456905,40.70664461 -73.767252131,40.7063208213 -73.7670543569,40.7054785655 -73.7670157893,40.7052763946 -73.7667929279,40.7040167898 -73.7666555066,40.7033458798 -73.7665741959,40.7027598838 -73.766370623,40.70257166 -73.7661262641,40.7023427485 -73.7654428492,40.7025205774 -73.7645549633,40.70275126 -73.7636698314,40.7029812383 -73.7627816054,40.7032142383 -73.7626308359,40.7032498138 -73.761264963,40.7036072036 -73.7609568349,40.702917841 -73.7600681222,40.7031489745 -73.7591836505,40.7033802967 -73.7582969126,40.7036116447 -73.757407172,40.7038436185 -73.756520241,40.7040725211 -73.7556159072,40.7043087277 -73.7547126379,40.7045461543 -73.7538253254,40.7047740987 -73.7529391386,40.7050064694 -73.7520520319,40.7052362913 -73.7505228568,40.7056348867 -73.750471948,40.705648195 -73.7507757247,40.7063301009 -73.7512138363,40.7073148443 -73.7513996533,40.7077569838 -73.7518440655,40.7088311854 -73.752461022,40.7103248284 -73.7531853613,40.7120634407 -73.7535764896,40.7130005619 -73.7536079862,40.7130793874 -73.7537097133,40.713332902 -73.7540116132,40.7138431668 -73.7540492074,40.7138858048 -73.7540767776,40.7139129601 -73.7547021523,40.7147183184 -73.7558901488,40.7163069094 -73.7572580842,40.7181468678</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1|"Manhattan"|"MN06"|"Manhattanville"|"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.9460797226,40.8212714958 -73.9472398838,40.8217622661 -73.9480843341,40.8221163013 -73.9485417337,40.821495903 -73.9499233811,40.822080594 -73.9503785431,40.8214538982 -73.9508302373,40.8208362166 -73.9529117288,40.8217052265 -73.9535740678,40.8219841712 -73.9536724732,40.8220258136 -73.9537707128,40.8220669705 -73.9556980475,40.8228847566 -73.9557321889,40.8228995375 -73.9557708124,40.8229126006 -73.9563415431,40.8231006072 -73.9565161241,40.823128408 -73.9568296847,40.8231733592 -73.9570840818,40.8232098277 -73.9571533138,40.823222046 -73.9572234707,40.8232342388 -73.9595104197,40.8236040686 -73.959505052,40.8235994655 -73.9594989144,40.823595096 -73.959484138,40.8235869324 -73.9594659822,40.8235794154 -73.9594399078,40.8235706715 -73.9591834006,40.8234674021 -73.9591660265,40.8234600752 -73.9581445676,40.8230290014 -73.9582078353,40.822930411 -73.9582298217,40.8228961467 -73.9579404889,40.8227826332 -73.9580761193,40.822619638 -73.9581320729,40.8225393705 -73.9581694935,40.8224663805 -73.9582016334,40.8222914164 -73.9585287552,40.8218520361 -73.9586472914,40.821912649 -73.9586527001,40.821926716 -73.9588399387,40.8224133216 -73.9588688944,40.8224585187 -73.9589186577,40.8224943309 -73.9590509735,40.8225496149 -73.9589275873,40.822720035 -73.9596047649,40.8230029664 -73.9599114349,40.8225793993 -73.9592312023,40.8222951896 -73.9591144804,40.8224632442 -73.959001623,40.8224180079 -73.958965041,40.8223820736 -73.9587466766,40.8218137914 -73.9589431695,40.8215776434 -73.9588203623,40.8215268042 -73.9590910425,40.8212145263 -73.959178568,40.8212577093 -73.9592361121,40.821286104 -73.9590343816,40.8215220256 -73.9591482973,40.8215796079 -73.9594276837,40.821260661 -73.9593040761,40.8211981768 -73.9592639942,40.8212439346 -73.9592091172,40.8212161886 -73.9591320559,40.821177233 -73.9592844466,40.8210032536 -73.9593271028,40.8209545555 -73.9593921281,40.8208634575 -73.959816067,40.8203061538 -73.9600003626,40.8203912239 -73.9604487253,40.8198854357 -73.960950339,40.8193195677 -73.9613197724,40.8189028023 -73.9620324988,40.8180946095 -73.9619012899,40.8180555659 -73.9618200422,40.8180314328 -73.9616895005,40.8179749728 -73.9616375763,40.8179481303 -73.961576881,40.8179182503 -73.961390201,40.8178263545 -73.9610215971,40.8176569642 -73.9606886184,40.8175187956 -73.9594947286,40.8170157522 -73.9583964056,40.8158051656 -73.9582959132,40.8156990689 -73.9582009715,40.8155886962 -73.957829658,40.815164327 -73.9571707392,40.814411402 -73.957108339,40.8143400994 -73.9570777233,40.8143031068 -73.9562603355,40.8133977123 -73.9557083391,40.814152238 -73.9552048164,40.813562407 -73.9540820207,40.8122883906 -73.9535452673,40.8120590983 -73.9521026887,40.8114511311 -73.9515068104,40.8120159624 -73.9509834702,40.8125299076 -73.9509300937,40.8125833494 -73.9503516282,40.8131676668 -73.9498636265,40.8138082586 -73.9496281174,40.814108328 -73.9496279735,40.814108517 -73.9496278324,40.8141087144 -73.949406942,40.8144156878 -73.9492010366,40.8147291324 -73.9490107144,40.815048221 -73.9488363489,40.815372259 -73.9486782538,40.8157005641 -73.9483574515,40.8163825843 -73.9480087649,40.8171247878 -73.9476678487,40.8178637885 -73.9473509759,40.8185432774 -73.9470376681,40.8192166513 -73.9467197564,40.8199025475 -73.9464043344,40.8205803218 -73.9460797226,40.8212714958</coordinates></LinearRing></outerBoundaryIs></Polygon>"
4|"Queens"|"QN02"|"Springfield Gardens North"|"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.760316007,40.6751182292 -73.7611504804,40.6747718782 -73.7624873722,40.6742032389 -73.7633917735,40.6746893751 -73.7634317372,40.6747143107 -73.7634764007,40.6747340896 -73.7635246268,40.6747482089 -73.7635751888,40.6747563085 -73.7636267996,40.6747581823 -73.763678144,40.6747537834 -73.7637196202,40.6743241493 -73.7638042429,40.6737926281 -73.7656171005,40.6747872776 -73.7683746777,40.6765584991 -73.7693284164,40.6771565418 -73.7703043228,40.6777587596 -73.7710998588,40.6782519053 -73.7717786807,40.6786760414 -73.7734695257,40.6797277581 -73.7746986731,40.6804943047 -73.7747547929,40.6804755397 -73.7754972566,40.6802273042 -73.7763638541,40.6799441671 -73.7772306099,40.6796609797 -73.7774916895,40.6795656608 -73.777743486,40.6794548336 -73.7779836462,40.6793293509 -73.7782100207,40.6791903333 -73.7784207276,40.6790391371 -73.7793134615,40.6784450624 -73.7794795474,40.6783728081 -73.7802599686,40.6778491814 -73.7809526379,40.6773617652 -73.7812841535,40.6771179864 -73.7815732288,40.6769095884 -73.7822194581,40.6764457951 -73.7830435206,40.6758519737 -73.7832968644,40.6756877023 -73.7835375075,40.6755113477 -73.7837638144,40.6753239432 -73.7837639923,40.6753237896 -73.7837641584,40.6753236476 -73.7839748245,40.6751262518 -73.7839750143,40.675126064 -73.783975216,40.6751258662 -73.7841694476,40.6749192909 -73.7843463384,40.6747046969 -73.7848447149,40.6739115794 -73.7851117552,40.6734866207 -73.7853250909,40.6731332775 -73.7857386845,40.6723932913 -73.7868703961,40.6728321806 -73.7880878494,40.673017883 -73.7884775914,40.6713347576 -73.7888324564,40.6698317423 -73.7891591959,40.6683463513 -73.789411371,40.6668494139 -73.7869714478,40.6670934369 -73.7856654748,40.6671957955 -73.7850258973,40.6672381692 -73.7832910456,40.6673397616 -73.7826558038,40.6673768533 -73.7817992886,40.6674486962 -73.7806266973,40.6675315652 -73.779706497,40.6675984533 -73.7779142306,40.6677233223 -73.7770146217,40.6677846175 -73.7761188985,40.6678539828 -73.7752251605,40.6679233279 -73.7743123652,40.6679899893 -73.773426,40.6680358755 -73.771545978,40.6679715246 -73.7667553913,40.6674412504 -73.7649320781,40.6672354087 -73.763758245,40.6671028702 -73.7627071831,40.6669977407 -73.7618236799,40.6668860164 -73.7607969606,40.6667815241 -73.7577292589,40.6664692423 -73.7576326622,40.6664594122 -73.7573182934,40.6670485717 -73.7569966997,40.6677495244 -73.7567173912,40.6685707831 -73.7566859128,40.6687667784 -73.7564387092,40.6696746352 -73.7564075788,40.6703811723 -73.7564261533,40.6706418219 -73.7564626389,40.6711022886 -73.7564851116,40.6714981232 -73.7564652498,40.6716922592 -73.7563637587,40.6724374947 -73.7564404272,40.6724494169 -73.7581489737,40.6727151721 -73.7585733552,40.6726455888 -73.7585976694,40.6727561605 -73.7588062168,40.6730139121 -73.760316007,40.6751182292</coordinates></LinearRing></outerBoundaryIs></Polygon>"
